clean_2VZC,-11.7
clean_7KTB,-11.1
clean_7KT4,-10.6
clean_7KT7,-10.5
clean_7KTE,-10.5
clean_6VF4,-10.4
clean_3UGR,-10.2
clean_5J48,-10.1
clean_6VF0,-10.1
clean_9BU0,-10.1
clean_4LRH,-10.0
clean_6D5K,-10.0
clean_7COA,-10.0
clean_2IDX,-9.9
clean_6GX2,-9.9
clean_6I3D,-9.9
clean_7SVL,-9.9
clean_4WJX,-9.8
clean_5HTC,-9.8
clean_6D5X,-9.8
clean_4C9X,-9.7
clean_4WKF,-9.7
clean_7CO9,-9.7
clean_7RUT,-9.7
clean_4WKH,-9.6
clean_6BCZ,-9.6
clean_5WS7,-9.4
clean_5Y5N,-9.4
clean_6IMI,-9.4
clean_8COT,-9.4
clean_4WK9,-9.3
clean_5ANU,-9.3
clean_5U6Q,-9.3
clean_5ZKQ,-9.3
clean_6US2,-9.3
clean_8CO7,-9.3
clean_9CGS,-9.3
clean_3HDZ,-9.2
clean_4N1T,-9.2
clean_4ZG9,-9.2
clean_5H08,-9.2
clean_5M7B,-9.2
clean_5MAT,-9.2
clean_6T4Y,-9.2
clean_7OVD,-9.2
clean_8DSD,-9.2
clean_2H4H,-9.1
clean_5M79,-9.1
clean_5M7D,-9.1
clean_5U72,-9.1
clean_6CXV,-9.1
clean_6F1X,-9.1
clean_6PEB,-9.1
clean_6PUD,-9.1
clean_6UE6,-9.1
clean_6US4,-9.1
clean_6W9V,-9.1
clean_6X3X,-9.1
clean_8A0S,-9.1
clean_8BLB,-9.1
clean_8DSC,-9.1
clean_8DSI,-9.1
clean_8GUS,-9.1
clean_8UW9,-9.1
clean_1Z4K,-9.0
clean_4ORX,-9.0
clean_5M7C,-9.0
clean_5U2M,-9.0
clean_5U2N,-9.0
clean_5WI1,-9.0
clean_5YF1,-9.0
clean_6E68,-9.0
clean_6EQ2,-9.0
clean_6PUH,-9.0
clean_6PUM,-9.0
clean_6US3,-9.0
clean_7COD,-9.0
clean_8HBF,-9.0
P21589,-9.0
clean_1Y2B,-8.9
clean_1Z4J,-8.9
clean_2E5D,-8.9
clean_3FC6,-8.9
clean_3IPQ,-8.9
clean_3L2P,-8.9
clean_3V0Q,-8.9
clean_4GRA,-8.9
clean_4N9E,-8.9
clean_4O1B,-8.9
clean_4O1D,-8.9
clean_5ANV,-8.9
clean_5UPE,-8.9
clean_5UPF,-8.9
clean_6EQ4,-8.9
clean_6H5T,-8.9
clean_6JVJ,-8.9
clean_6N3L,-8.9
clean_6PUE,-8.9
clean_6PUI,-8.9
clean_6PVD,-8.9
clean_6UXY,-8.9
clean_7EVY,-8.9
clean_7N03,-8.9
clean_7N13,-8.9
clean_7ZT8,-8.9
clean_8A3A,-8.9
clean_1G3M,-8.8
clean_1HY3,-8.8
clean_1LS6,-8.8
clean_1Q91,-8.8
clean_1XVP,-8.8
clean_1Z28,-8.8
clean_2GVJ,-8.8
clean_2H44,-8.8
clean_3CKL,-8.8
clean_3SX3,-8.8
clean_3UG8,-8.8
clean_4LV9,-8.8
clean_4N1U,-8.8
clean_4ORU,-8.8
clean_5WMV,-8.8
clean_6B75,-8.8
clean_6G2M,-8.8
clean_6PUJ,-8.8
clean_6XQP,-8.8
clean_7AH4,-8.8
clean_7E0A,-8.8
clean_7KTM,-8.8
clean_7PPE,-8.8
clean_7PPF,-8.8
clean_7VIH,-8.8
clean_8ALX,-8.8
clean_8D8I,-8.8
clean_8T69,-8.8
clean_8TM7,-8.8
clean_1B98,-8.7
clean_1L8J,-8.7
clean_1UMO,-8.7
clean_2GWH,-8.7
clean_2OFX,-8.7
clean_2Z5F,-8.7
clean_3CQU,-8.7
clean_3DKJ,-8.7
clean_3DKL,-8.7
clean_3R94,-8.7
clean_3U3J,-8.7
clean_3U3K,-8.7
clean_3ZMS,-8.7
clean_4KFP,-8.7
clean_4L4T,-8.7
clean_4LVD,-8.7
clean_4LVF,-8.7
clean_4M6Q,-8.7
clean_4NQE,-8.7
clean_4O15,-8.7
clean_4O1A,-8.7
clean_4ORY,-8.7
clean_4PJI,-8.7
clean_4WDX,-8.7
clean_4Y6L,-8.7
clean_4YHT,-8.7
clean_5ANT,-8.7
clean_5LX3,-8.7
clean_5NGT,-8.7
clean_5VV4,-8.7
clean_5WBS,-8.7
clean_5WI0,-8.7
clean_6AA4,-8.7
clean_6AA5,-8.7
clean_6DWM,-8.7
clean_6FNI,-8.7
clean_6FZF,-8.7
clean_6GLV,-8.7
clean_6JVI,-8.7
clean_6JVM,-8.7
clean_6JVO,-8.7
clean_6KS0,-8.7
clean_6KS1,-8.7
clean_6NHB,-8.7
clean_6PUK,-8.7
clean_6TA2,-8.7
clean_7LKY,-8.7
clean_7TD3,-8.7
clean_8CAA,-8.7
clean_8DSM,-8.7
clean_8G59,-8.7
clean_8OWZ,-8.7
clean_8QT4,-8.7
clean_8QZ3,-8.7
clean_1NSI,-8.6
clean_1Q1Z,-8.6
clean_1XU9,-8.6
clean_2A3R,-8.6
clean_2D06,-8.6
clean_2GVG,-8.6
clean_2IIP,-8.6
clean_2REO,-8.6
clean_2RJ1,-8.6
clean_2RJ7,-8.6
clean_2W3B,-8.6
clean_3G4G,-8.6
clean_3MHJ,-8.6
clean_3QVU,-8.6
clean_3RM9,-8.6
clean_3SXA,-8.6
clean_3SXE,-8.6
clean_3U3M,-8.6
clean_3U3O,-8.6
clean_3W5E,-8.6
clean_3WHW,-8.6
clean_4DLI,-8.6
clean_4JR5,-8.6
clean_4JVL,-8.6
clean_4JVM,-8.6
clean_4K85,-8.6
clean_4L4M,-8.6
clean_4N9B,-8.6
clean_4O19,-8.6
clean_4UZQ,-8.6
clean_5ADG,-8.6
clean_5ANW,-8.6
clean_5AVL,-8.6
clean_5BPB,-8.6
clean_5DY5,-8.6
clean_5MKJ,-8.6
clean_5NHY,-8.6
clean_5YF0,-8.6
clean_5YQL,-8.6
clean_6ATB,-8.6
clean_6B76,-8.6
clean_6BD8,-8.6
clean_6BDK,-8.6
clean_6E35,-8.6
clean_6EQ7,-8.6
clean_6G3A,-8.6
clean_6JVP,-8.6
clean_6PNO,-8.6
clean_6PO5,-8.6
clean_6PUL,-8.6
clean_6S7O,-8.6
clean_6S9W,-8.6
clean_6T4G,-8.6
clean_6UDL,-8.6
clean_7KTJ,-8.6
clean_7LMT,-8.6
clean_7MDN,-8.6
clean_7MFY,-8.6
clean_7TS8,-8.6
clean_7YV4,-8.6
clean_7Z2L,-8.6
clean_8B75,-8.6
clean_8BP6,-8.6
clean_8F7L,-8.6
clean_8FGG,-8.6
clean_1DSN,-8.5
clean_2FGB,-8.5
clean_2IWG,-8.5
clean_2RJ4,-8.5
clean_2VZD,-8.5
clean_2WKP,-8.5
clean_2WKQ,-8.5
clean_3CAQ,-8.5
clean_3D4Q,-8.5
clean_3D6D,-8.5
clean_3FO5,-8.5
clean_3MFS,-8.5
clean_3P1Q,-8.5
clean_3SXG,-8.5
clean_3U3R,-8.5
clean_3UFY,-8.5
clean_4KFN,-8.5
clean_4L4V,-8.5
clean_4LCW,-8.5
clean_4N9D,-8.5
clean_4NOS,-8.5
clean_4P4E,-8.5
clean_4P6X,-8.5
clean_4UVW,-8.5
clean_4V24,-8.5
clean_4WDW,-8.5
clean_4YIK,-8.5
clean_4ZGA,-8.5
clean_5BXC,-8.5
clean_5FSN,-8.5
clean_5FYQ,-8.5
clean_5HZH,-8.5
clean_5JRQ,-8.5
clean_5KIT,-8.5
clean_5N68,-8.5
clean_5O8U,-8.5
clean_5Q0I,-8.5
clean_5U16,-8.5
clean_5UO1,-8.5
clean_5VMV,-8.5
clean_5WJJ,-8.5
clean_6EQ5,-8.5
clean_6G2L,-8.5
clean_6GLF,-8.5
clean_6HHI,-8.5
clean_6HWV,-8.5
clean_6JVG,-8.5
clean_6JVH,-8.5
clean_6JVL,-8.5
clean_6PNF,-8.5
clean_6PUF,-8.5
clean_6PUG,-8.5
clean_6PZ1,-8.5
clean_6QIO,-8.5
clean_6T1V,-8.5
clean_6TA0,-8.5
clean_6Z58,-8.5
clean_7JWR,-8.5
clean_7MXG,-8.5
clean_7NKE,-8.5
clean_7SVN,-8.5
clean_7TS6,-8.5
clean_7US7,-8.5
clean_7ZT2,-8.5
clean_7ZT7,-8.5
clean_8CNH,-8.5
clean_8FGM,-8.5
clean_8QT8,-8.5
Q9UKU6,-8.5
clean_1FM9,-8.4
clean_1S1P,-8.4
clean_1XLS,-8.4
clean_2FB8,-8.4
clean_2PVW,-8.4
clean_3EJ8,-8.4
clean_3QVV,-8.4
clean_3R58,-8.4
clean_3SJG,-8.4
